textid	target	model	tokenizer	predicted	prob
54	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8481022119522095
55	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7008471488952637
56	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.932986319065094
57	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8901010751724243
58	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8954423069953918
59	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8727009892463684
60	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8886199593544006
61	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8621134757995605
62	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9115601778030396
63	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8366987705230713
64	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7907994985580444
65	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7796285152435303
66	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7788440585136414
67	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8707987070083618
68	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5241016149520874
69	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5970808863639832
70	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9221292734146118
71	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5583994388580322
72	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9493649005889893
73	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.958264946937561
74	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8525408506393433
75	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6623892188072205
76	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6864355206489563
77	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7627394199371338
78	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6867424249649048
79	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9055187702178955
80	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9308533072471619
81	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6683430075645447
82	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9444614052772522
83	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6036199927330017
84	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6330046057701111
85	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8979745507240295
86	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8606042265892029
87	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.6621639132499695
88	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.913545548915863
89	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8265448212623596
90	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8027050495147705
91	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7565788626670837
92	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7074218988418579
93	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9028651714324951
94	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7654600739479065
95	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7786576747894287
96	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6191703677177429
97	1	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5196087956428528
98	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8850932717323303
99	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9237816333770752
100	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9092317223548889
101	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7014425992965698
102	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8186780214309692
103	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7538954615592957
104	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8694422245025635
105	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8921573162078857
106	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5461679100990295
107	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9107467532157898
108	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8935537934303284
109	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8415799736976624
110	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6275551319122314
111	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8606055378913879
112	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.571323573589325
113	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.913128137588501
114	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8616198301315308
115	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5608237385749817
116	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.769925057888031
117	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8346554040908813
118	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7107906937599182
119	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8960545063018799
120	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.892909824848175
121	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9121233820915222
122	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5371333956718445
123	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.830033540725708
124	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5325309038162231
125	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5213989615440369
126	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8902094960212708
127	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9781144857406616
128	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9265391826629639
129	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9025841355323792
130	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7051644325256348
131	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8791476488113403
132	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9589415788650513
133	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9328628778457642
134	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9464218020439148
135	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9431578516960144
136	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7228586077690125
137	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9289972186088562
138	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6459496021270752
139	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9237397313117981
140	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8479255437850952
141	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.942663311958313
142	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9557556509971619
143	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8778612017631531
144	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8621901273727417
145	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8882776498794556
146	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8264791369438171
147	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5365468263626099
148	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9490025043487549
149	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9467385411262512
150	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7407976984977722
151	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9130058288574219
152	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9335547685623169
153	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9391305446624756
154	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5862588882446289
155	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8750038743019104
156	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6321068406105042
157	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8761948347091675
158	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8183947205543518
159	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.933643102645874
160	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8958001732826233
161	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.56711745262146
162	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5029292702674866
163	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9700978994369507
164	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9708600044250488
165	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8784714341163635
166	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5085615515708923
167	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9445438981056213
168	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8713620901107788
169	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8980737924575806
170	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9471303820610046
171	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.6603010296821594
172	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9700440168380737
173	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.66318279504776
174	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6932371854782104
175	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8703577518463135
176	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7386638522148132
177	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9546972513198853
178	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9518484473228455
179	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8604636788368225
180	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5006276369094849
181	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9429559707641602
182	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9104898571968079
183	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9413609504699707
184	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8896930813789368
185	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9735465049743652
186	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9745563864707947
187	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9038558006286621
188	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7639631032943726
189	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7320727705955505
190	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9228789806365967
191	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8327394723892212
192	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8314908742904663
193	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7262542247772217
194	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8847476243972778
195	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8485057353973389
196	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9694772958755493
197	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8806267380714417
198	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.954099178314209
199	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9727030992507935
200	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9442319869995117
201	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8737948536872864
202	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5407512187957764
203	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8409051895141602
204	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9361972212791443
205	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9333281517028809
206	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9315181374549866
207	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7946115136146545
208	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5148822665214539
209	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8635018467903137
210	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7521248459815979
211	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8167880177497864
212	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.912781298160553
213	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8225498199462891
214	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9265977144241333
215	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6289082169532776
216	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9727976322174072
217	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.947278618812561
218	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6406897306442261
219	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7919670939445496
220	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8823350667953491
221	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6754631996154785
222	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9010601043701172
223	1	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5671928524971008
224	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5802268981933594
225	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7239607572555542
226	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8125873804092407
227	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5040856599807739
228	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.835006594657898
229	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8796341419219971
230	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5733612775802612
231	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6367249488830566
232	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8682740330696106
233	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9614620208740234
234	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9082169532775879
235	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9094176888465881
236	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8906790018081665
237	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7171735167503357
238	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8152375221252441
239	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9029262065887451
240	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8835382461547852
241	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.926514744758606
242	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9529300332069397
243	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9555831551551819
244	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8902596831321716
245	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8976665735244751
246	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8956199884414673
247	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.700412392616272
248	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8526460528373718
249	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5374908447265625
250	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9176326990127563
251	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9516193866729736
252	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7804673910140991
253	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5901182889938354
254	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9010536670684814
255	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.924752950668335
256	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7185097932815552
257	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9135833382606506
258	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5716512799263
259	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8943252563476562
260	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8030176162719727
261	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9641844034194946
262	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8088449835777283
263	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.785199761390686
264	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8260715007781982
265	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8135786056518555
266	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9050179123878479
267	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7635128498077393
268	1	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5019065737724304
269	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6417089700698853
270	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.7961792349815369
271	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7657091021537781
272	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5588170289993286
273	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7135805487632751
274	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5446830987930298
275	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5371213555335999
276	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8694806694984436
277	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7977222800254822
278	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5890961289405823
279	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5983712077140808
280	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9229397773742676
281	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9178763628005981
282	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5980795621871948
283	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8947223424911499
284	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9230839014053345
285	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8265995979309082
286	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6815868020057678
287	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8998878598213196
288	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9221533536911011
289	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7953581809997559
290	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.938724160194397
291	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8062102794647217
292	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5409644842147827
293	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7526716589927673
294	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9539403319358826
295	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9368615746498108
296	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9673384428024292
297	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8663268089294434
298	1	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5202928185462952
299	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5165546536445618
300	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8188572525978088
301	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7574514150619507
302	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.5082737803459167
303	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9445332884788513
304	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7833783030509949
305	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7155728340148926
306	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8380091190338135
307	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7581683397293091
308	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8963325619697571
309	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8361652493476868
310	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6261802911758423
311	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8882526159286499
312	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8123583197593689
313	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9276190996170044
314	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8908874988555908
315	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6045386791229248
316	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8962709307670593
317	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8431269526481628
318	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9286519885063171
319	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6830897331237793
320	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8625249266624451
321	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7947134971618652
322	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8470988273620605
323	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8349862098693848
324	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8511775732040405
325	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9505690932273865
326	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.951958417892456
327	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8739398717880249
328	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7995206713676453
329	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.68467777967453
330	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.6636683940887451
331	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7544279098510742
332	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8961328268051147
333	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.720936119556427
334	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8071025013923645
335	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7971349954605103
336	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8720341324806213
337	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8955634832382202
338	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7111949324607849
339	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5018675327301025
340	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9223760366439819
341	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9412365555763245
342	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9441133737564087
343	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7964017391204834
344	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9327537417411804
345	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.5266038775444031
346	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8495696187019348
347	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9273561835289001
348	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8438743948936462
349	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9335852265357971
350	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8086008429527283
351	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.753252387046814
352	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.6878505945205688
353	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8753989934921265
354	0	midterm/gpt2model3	midterm/gpt2model3	Positive	0.7208482623100281
355	0	midterm/gpt2model3	midterm/gpt2model3	Negative	0.6051308512687683
356	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.9444813132286072
357	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8287107348442078
358	1	midterm/gpt2model3	midterm/gpt2model3	Positive	0.8167088627815247
